Node,Group,Degree,Score,NDC,NCC,Betweenness,Cross_share,Integrator
53,guest-2,21,0.3888308323285282,0.17851329639454863,0.5563527695274211,0.025001780674518574,0.9523809523809523,0.49908145318184544
32,guest-1,11,0.3577181937769744,0.09622988188807632,0.5025203332696527,0.007001877853285689,1.0,0.48114431638938715
23,guest-2,10,0.40211108034263787,0.08363021565213286,0.4913578946582094,0.0039872004588432895,1.0,0.479533374982505
60,guest-2,13,0.371303057343469,0.11292902374255388,0.5108314481821691,0.007736797078650831,0.9230769230769231,0.46605747883528276
47,guest-2,22,0.37139044302951124,0.1950055449278614,0.5576744657650874,0.02557737873218034,0.8181818181818182,0.46487279938211473
49,guest-2,18,0.39887103092426346,0.1570457791795182,0.546039659227331,0.014459528020467904,0.8333333333333334,0.45965180239705555
46,guest-1,11,0.40670155071166786,0.09101653250457746,0.483584303298477,0.004176381654763416,0.9090909090909091,0.45530411616651834
62,guest-1,10,0.40764726917790894,0.0911870418474957,0.4867863938489322,0.00536322963569828,0.9,0.45378867413355384
