migrant_fraction,final_I_int,final_score_gap,warning
0.1,0.8643845865176957,0.16638602205990616,False
0.18,0.9641798234576522,0.13654521255623076,False
0.25,0.9744276542752397,0.12326526209835165,False
0.33,0.817792897382706,0.20216133305536976,False
0.4,0.9234129386506317,0.1785411642674173,False
0.48,0.8172011716241826,0.22839025522430745,False
0.56,0.9131422216671019,0.1666962373369712,False
0.62,0.8104192219056453,0.23203643916918715,False
0.7,0.7620455593543556,0.18548415305916874,False
